Expertise,Mode,Winner,Loser
novice,tournamentN,240,34
novice,tournamentN,27,329
novice,tournamentN,335,213
novice,tournamentN,293,105
novice,tournamentN,77,252
novice,tournamentN,w1,283
novice,tournamentN,237,182
novice,tournamentN,50,61
novice,tournamentN,248,184
novice,tournamentN,198,112
novice,tournamentN,240,50
novice,tournamentN,342,248
novice,tournamentN,287,237
novice,tournamentN,w1,293
novice,tournamentN,27,108
novice,tournamentN,243,198
novice,tournamentN,335,66
novice,tournamentN,77,324
novice,tournamentN,335,287
novice,tournamentN,243,240
novice,tournamentN,342,27
novice,tournamentN,w1,77
novice,tournamentN,w1,342
novice,tournamentN,335,243
novice,tournamentN,w1,335
novice,tradeN,235,316
novice,tradeN,235,183
novice,tradeN,235,135
novice,tradeN,235,55
novice,tradeN,235,291
novice,tradeN,250,235
novice,tradeN,250,240
novice,tradeN,250,198
novice,tradeN,250,245
novice,tradeN,250,180
novice,tradeN,250,188
novice,tradeN,250,39
novice,tradeN,250,42
novice,tradeN,250,60
novice,tradeN,250,27
novice,tradeN,250,15
novice,tradeN,w1,250
novice,tradeN,w1,241
novice,tradeN,w1,72
novice,tradeN,w1,300
novice,tradeN,w1,24
novice,tradeN,w1,277
novice,tradeN,w1,79
novice,tradeN,w1,255
novice,tradeN,w1,151
novice,tradeN,w1,189
novice,tradeN,w1,264
novice,tradeN,w1,w5
novice,tradeN,w1,214
novice,tradeN,297,w1
novice,tradeN,297,44
novice,tournamentN,242,164
novice,tournamentN,86,119
novice,tournamentN,50,122
novice,tournamentN,251,64
novice,tournamentN,120,225
novice,tournamentN,77,284
novice,tournamentN,w17,193
novice,tournamentN,182,96
novice,tournamentN,338,134
novice,tournamentN,w0,90
novice,tournamentN,281,144
novice,tournamentN,175,13
novice,tournamentN,257,38
novice,tournamentN,150,34
novice,tournamentN,314,109
novice,tournamentN,268,328
novice,tournamentN,242,150
novice,tournamentN,86,314
novice,tournamentN,175,257
novice,tournamentN,w0,182
novice,tournamentN,50,77
novice,tournamentN,338,w17
novice,tournamentN,268,120
novice,tournamentN,251,281
novice,tournamentN,242,338
novice,tournamentN,86,251
novice,tournamentN,268,175
novice,tournamentN,w0,50
novice,tournamentN,w0,86
novice,tournamentN,268,242
novice,tournamentN,w0,268
novice,tradeN,57,290
novice,tradeN,238,57
novice,tradeN,233,238
novice,tradeN,125,233
novice,tradeN,125,191
novice,tradeN,125,10
novice,tradeN,125,258
novice,tradeN,125,190
novice,tradeN,125,94
novice,tradeN,45,125
novice,tradeN,45,257
novice,tradeN,45,143
novice,tradeN,45,260
novice,tradeN,45,108
novice,tradeN,337,45
novice,tradeN,278,337
novice,tradeN,278,320
novice,tradeN,278,348
novice,tradeN,278,109
novice,tradeN,278,323
novice,tradeN,278,1
novice,tradeN,278,314
novice,tradeN,124,278
novice,tradeN,124,165
novice,tradeN,124,235
novice,tradeN,124,153
novice,tradeN,124,28
novice,tradeN,124,119
novice,tradeN,124,345
novice,tradeN,124,w10
novice,tradeN,124,0
novice,tournamentN,346,264
novice,tournamentN,37,62
novice,tournamentN,20,117
novice,tournamentN,118,318
novice,tournamentN,205,96
novice,tournamentN,253,54
novice,tournamentN,199,316
novice,tournamentN,107,187
novice,tournamentN,295,7
novice,tournamentN,49,195
novice,tournamentN,297,w14
novice,tournamentN,304,70
novice,tournamentN,122,333
novice,tournamentN,32,211
novice,tournamentN,192,321
novice,tournamentN,w1,213
novice,tournamentN,32,107
novice,tournamentN,297,304
novice,tournamentN,346,49
novice,tournamentN,192,295
novice,tournamentN,199,253
novice,tournamentN,118,122
novice,tournamentN,37,20
novice,tournamentN,w1,205
novice,tournamentN,37,192
novice,tournamentN,297,199
novice,tournamentN,w1,32
novice,tournamentN,346,118
novice,tournamentN,w1,37
novice,tournamentN,346,297
novice,tournamentN,346,w1
novice,tradeN,160,190
novice,tradeN,43,160
novice,tradeN,43,168
novice,tradeN,43,167
novice,tradeN,299,43
novice,tradeN,299,264
novice,tradeN,299,w19
novice,tradeN,299,235
novice,tradeN,299,262
novice,tradeN,299,230
novice,tradeN,299,199
novice,tradeN,299,w0
novice,tradeN,299,233
novice,tradeN,299,112
novice,tradeN,299,30
novice,tradeN,299,211
novice,tradeN,299,61
novice,tradeN,299,130
novice,tradeN,299,131
novice,tradeN,299,266
novice,tradeN,299,219
novice,tradeN,299,35
novice,tradeN,299,312
novice,tradeN,299,251
novice,tradeN,299,21
novice,tradeN,299,191
novice,tradeN,299,340
novice,tradeN,299,169
novice,tradeN,299,9
novice,tradeN,299,172
novice,tradeN,299,177
novice,tournamentN,259,348
novice,tournamentN,97,94
novice,tournamentN,310,292
novice,tournamentN,w17,33
novice,tournamentN,244,161
novice,tournamentN,302,115
novice,tournamentN,67,69
novice,tournamentN,78,189
novice,tournamentN,242,48
novice,tournamentN,42,13
novice,tournamentN,205,207
novice,tournamentN,335,201
novice,tournamentN,50,26
novice,tournamentN,224,70
novice,tournamentN,10,1
novice,tournamentN,231,17
novice,tournamentN,97,259
novice,tournamentN,10,335
novice,tournamentN,302,42
novice,tournamentN,50,205
novice,tournamentN,310,78
novice,tournamentN,244,67
novice,tournamentN,231,224
novice,tournamentN,242,w17
novice,tournamentN,302,244
novice,tournamentN,231,10
novice,tournamentN,50,242
novice,tournamentN,97,310
novice,tournamentN,302,50
novice,tournamentN,231,97
novice,tournamentN,302,231
expert,tradeN,332,52
expert,tradeN,332,30
expert,tradeN,332,91
expert,tradeN,176,332
expert,tradeN,176,191
expert,tradeN,125,176
expert,tradeN,125,15
expert,tradeN,125,141
expert,tradeN,282,125
expert,tradeN,282,66
expert,tradeN,282,214
expert,tradeN,282,144
expert,tradeN,282,47
expert,tradeN,282,346
expert,tradeN,282,162
expert,tradeN,282,243
expert,tradeN,282,37
expert,tradeN,282,310
expert,tradeN,282,178
expert,tradeN,282,184
expert,tradeN,282,224
expert,tradeN,282,109
expert,tradeN,282,98
expert,tradeN,282,328
expert,tradeN,282,250
expert,tradeN,282,337
expert,tradeN,282,55
expert,tradeN,282,27
expert,tradeN,282,197
expert,tradeN,282,103
expert,tradeN,282,279
expert,tournamentN,228,323
expert,tournamentN,268,41
expert,tournamentN,46,172
expert,tournamentN,26,77
expert,tournamentN,233,194
expert,tournamentN,262,211
expert,tournamentN,297,167
expert,tournamentN,225,307
expert,tournamentN,281,348
expert,tournamentN,131,23
expert,tournamentN,w5,149
expert,tournamentN,254,209
expert,tournamentN,120,164
expert,tournamentN,100,82
expert,tournamentN,269,293
expert,tournamentN,291,13
expert,tournamentN,297,26
expert,tournamentN,120,225
expert,tournamentN,233,254
expert,tournamentN,262,291
expert,tournamentN,281,46
expert,tournamentN,228,131
expert,tournamentN,w5,100
expert,tournamentN,269,268
expert,tournamentN,269,w5
expert,tournamentN,262,281
expert,tournamentN,228,233
expert,tournamentN,297,120
expert,tournamentN,269,262
expert,tournamentN,228,297
expert,tournamentN,228,269
novice,tradeN,w4,264
novice,tradeN,w4,259
novice,tradeN,343,w4
novice,tradeN,343,238
novice,tradeN,343,336
novice,tradeN,343,274
novice,tradeN,343,114
novice,tradeN,343,202
novice,tradeN,343,w17
novice,tradeN,343,281
novice,tradeN,331,343
novice,tradeN,331,287
novice,tradeN,331,100
novice,tradeN,w9,331
novice,tradeN,w9,303
novice,tradeN,w9,122
novice,tradeN,w9,252
novice,tradeN,w9,30
novice,tradeN,w9,156
novice,tradeN,w9,104
novice,tradeN,w2,w9
novice,tradeN,w2,54
novice,tradeN,w2,5
novice,tradeN,w2,187
novice,tradeN,w2,172
novice,tradeN,w2,38
novice,tradeN,w2,324
novice,tradeN,45,w2
novice,tradeN,328,45
novice,tradeN,w14,328
novice,tradeN,w14,119
novice,tournamentN,46,256
novice,tournamentN,w18,269
novice,tournamentN,226,180
novice,tournamentN,260,230
novice,tournamentN,118,209
novice,tournamentN,181,48
novice,tournamentN,115,218
novice,tournamentN,322,262
novice,tournamentN,129,55
novice,tournamentN,279,166
novice,tournamentN,158,237
novice,tournamentN,93,159
novice,tournamentN,8,165
novice,tournamentN,89,w10
novice,tournamentN,160,14
novice,tournamentN,7,13
novice,tournamentN,8,160
novice,tournamentN,279,115
novice,tournamentN,181,7
novice,tournamentN,w18,260
novice,tournamentN,118,322
novice,tournamentN,93,158
novice,tournamentN,89,46
novice,tournamentN,226,129
novice,tournamentN,226,118
novice,tournamentN,w18,89
novice,tournamentN,8,93
novice,tournamentN,279,181
novice,tournamentN,w18,226
novice,tournamentN,279,8
novice,tournamentN,w18,279
novice,tradeN,149,315
novice,tradeN,149,95
novice,tradeN,149,20
novice,tradeN,149,257
novice,tradeN,149,248
novice,tradeN,149,262
novice,tradeN,149,189
novice,tradeN,w9,149
novice,tradeN,w9,180
novice,tradeN,w9,276
novice,tradeN,w9,265
novice,tradeN,w9,143
novice,tradeN,w9,38
novice,tradeN,w9,211
novice,tradeN,w9,148
novice,tradeN,w9,338
novice,tradeN,w9,198
novice,tradeN,w9,199
novice,tradeN,w9,73
novice,tradeN,w9,130
novice,tradeN,w9,322
novice,tradeN,w9,319
novice,tradeN,w9,259
novice,tradeN,w9,99
novice,tradeN,w9,w10
novice,tradeN,w9,43
novice,tradeN,w9,313
novice,tradeN,w9,112
novice,tradeN,w9,348
novice,tradeN,w9,235
novice,tradeN,w9,214
novice,tournamentN,241,129
novice,tournamentN,328,70
novice,tournamentN,136,18
novice,tournamentN,74,333
novice,tournamentN,142,264
novice,tournamentN,145,316
novice,tournamentN,1,176
novice,tournamentN,326,47
novice,tournamentN,33,240
novice,tournamentN,44,24
novice,tournamentN,100,40
novice,tournamentN,347,186
novice,tournamentN,14,90
novice,tournamentN,343,134
novice,tournamentN,88,260
novice,tournamentN,135,286
novice,tournamentN,33,100
novice,tournamentN,74,326
novice,tournamentN,135,1
novice,tournamentN,241,347
novice,tournamentN,136,44
novice,tournamentN,343,145
novice,tournamentN,142,88
novice,tournamentN,328,14
novice,tournamentN,343,74
novice,tournamentN,135,328
novice,tournamentN,33,142
novice,tournamentN,241,136
novice,tournamentN,241,135
novice,tournamentN,343,33
novice,tournamentN,241,343
novice,tradeN,66,163
novice,tradeN,66,189
novice,tradeN,228,66
novice,tradeN,228,104
novice,tradeN,228,91
novice,tradeN,228,270
novice,tradeN,228,317
novice,tradeN,207,228
novice,tradeN,207,148
novice,tradeN,207,133
novice,tradeN,207,238
novice,tradeN,207,151
novice,tradeN,135,207
novice,tradeN,135,156
novice,tradeN,135,147
novice,tradeN,135,248
novice,tradeN,241,135
novice,tradeN,302,241
novice,tradeN,302,10
novice,tradeN,302,130
novice,tradeN,302,289
novice,tradeN,302,223
novice,tradeN,302,59
novice,tradeN,302,186
novice,tradeN,302,128
novice,tradeN,302,343
novice,tradeN,302,178
novice,tradeN,302,60
novice,tradeN,302,262
novice,tradeN,302,205
novice,tradeN,302,190
novice,tournamentN,76,100
novice,tournamentN,267,54
novice,tournamentN,145,210
novice,tournamentN,42,197
novice,tournamentN,137,w15
novice,tournamentN,131,329
novice,tournamentN,77,43
novice,tournamentN,268,69
novice,tournamentN,103,w19
novice,tournamentN,17,236
novice,tournamentN,299,346
novice,tournamentN,314,175
novice,tournamentN,w8,165
novice,tournamentN,20,220
novice,tournamentN,188,173
novice,tournamentN,203,155
novice,tournamentN,17,188
novice,tournamentN,299,42
novice,tournamentN,145,103
novice,tournamentN,76,131
novice,tournamentN,77,w8
novice,tournamentN,203,268
novice,tournamentN,267,314
novice,tournamentN,20,137
novice,tournamentN,20,76
novice,tournamentN,145,77
novice,tournamentN,203,17
novice,tournamentN,299,267
novice,tournamentN,20,145
novice,tournamentN,299,203
novice,tournamentN,299,20
expert,tradeN,210,76
expert,tradeN,210,115
expert,tradeN,210,112
expert,tradeN,333,210
expert,tradeN,333,109
expert,tradeN,333,226
expert,tradeN,w15,333
expert,tradeN,w15,w8
expert,tradeN,w15,148
expert,tradeN,w15,348
expert,tradeN,w15,65
expert,tradeN,w15,100
expert,tradeN,w15,326
expert,tradeN,217,w15
expert,tradeN,217,113
expert,tradeN,217,104
expert,tradeN,217,15
expert,tradeN,217,304
expert,tradeN,217,275
expert,tradeN,217,122
expert,tradeN,217,292
expert,tradeN,217,146
expert,tradeN,217,43
expert,tradeN,217,303
expert,tradeN,302,217
expert,tradeN,302,182
expert,tradeN,302,349
expert,tradeN,302,319
expert,tradeN,w2,302
expert,tradeN,w2,149
expert,tradeN,w2,192
expert,tournamentN,36,164
expert,tournamentN,329,342
expert,tournamentN,242,102
expert,tournamentN,47,54
expert,tournamentN,343,215
expert,tournamentN,341,w5
expert,tournamentN,208,169
expert,tournamentN,w14,11
expert,tournamentN,235,293
expert,tournamentN,268,134
expert,tournamentN,318,205
expert,tournamentN,140,90
expert,tournamentN,316,86
expert,tournamentN,249,139
expert,tournamentN,25,307
expert,tournamentN,59,295
expert,tournamentN,343,59
expert,tournamentN,w14,25
expert,tournamentN,329,318
expert,tournamentN,316,208
expert,tournamentN,341,268
expert,tournamentN,242,36
expert,tournamentN,235,47
expert,tournamentN,249,140
expert,tournamentN,329,242
expert,tournamentN,343,316
expert,tournamentN,341,249
expert,tournamentN,235,w14
expert,tournamentN,235,329
expert,tournamentN,341,343
expert,tournamentN,341,235
novice,tradeN,154,41
novice,tradeN,349,154
novice,tradeN,349,213
novice,tradeN,349,114
novice,tradeN,349,19
novice,tradeN,349,136
novice,tradeN,349,229
novice,tradeN,268,349
novice,tradeN,268,142
novice,tradeN,268,73
novice,tradeN,268,65
novice,tradeN,268,113
novice,tradeN,268,261
novice,tradeN,268,52
novice,tradeN,268,247
novice,tradeN,268,192
novice,tradeN,268,314
novice,tradeN,268,274
novice,tradeN,268,w11
novice,tradeN,268,199
novice,tradeN,268,203
novice,tradeN,268,147
novice,tradeN,268,320
novice,tradeN,268,193
novice,tradeN,207,268
novice,tradeN,207,307
novice,tradeN,207,277
novice,tradeN,207,51
novice,tradeN,207,148
novice,tradeN,207,54
novice,tradeN,w18,207
novice,tournamentN,231,311
novice,tournamentN,125,34
novice,tournamentN,181,144
novice,tournamentN,332,27
novice,tournamentN,289,157
novice,tournamentN,345,267
novice,tournamentN,42,259
novice,tournamentN,124,166
novice,tournamentN,106,79
novice,tournamentN,61,25
novice,tournamentN,346,264
novice,tournamentN,13,225
novice,tournamentN,278,227
novice,tournamentN,146,62
novice,tournamentN,50,331
novice,tournamentN,201,139
novice,tournamentN,346,345
novice,tournamentN,201,13
novice,tournamentN,50,125
novice,tournamentN,124,278
novice,tournamentN,146,61
novice,tournamentN,332,42
novice,tournamentN,231,106
novice,tournamentN,181,289
novice,tournamentN,181,146
novice,tournamentN,346,124
novice,tournamentN,50,231
novice,tournamentN,332,201
novice,tournamentN,332,346
novice,tournamentN,50,181
novice,tournamentN,332,50
novice,tradeN,241,318
novice,tradeN,250,241
novice,tradeN,250,207
novice,tradeN,250,140
novice,tradeN,99,250
novice,tradeN,99,101
novice,tradeN,99,346
novice,tradeN,99,234
novice,tradeN,99,294
novice,tradeN,99,5
novice,tradeN,99,335
novice,tradeN,44,99
novice,tradeN,44,326
novice,tradeN,44,287
novice,tradeN,44,322
novice,tradeN,44,311
novice,tradeN,44,26
novice,tradeN,44,198
novice,tradeN,44,133
novice,tradeN,44,338
novice,tradeN,44,337
novice,tradeN,44,304
novice,tradeN,44,264
novice,tradeN,44,11
novice,tradeN,44,307
novice,tradeN,44,109
novice,tradeN,44,348
novice,tradeN,44,169
novice,tradeN,44,21
novice,tradeN,44,33
novice,tradeN,44,63
novice,tournamentN,329,157
novice,tournamentN,153,237
novice,tournamentN,268,290
novice,tournamentN,187,202
novice,tournamentN,w14,52
novice,tournamentN,w16,156
novice,tournamentN,66,316
novice,tournamentN,88,149
novice,tournamentN,299,15
novice,tournamentN,86,259
novice,tournamentN,w5,49
novice,tournamentN,98,81
novice,tournamentN,196,180
novice,tournamentN,150,105
novice,tournamentN,253,48
novice,tournamentN,124,211
novice,tournamentN,150,196
novice,tournamentN,66,98
novice,tournamentN,w14,329
novice,tournamentN,268,86
novice,tournamentN,124,299
novice,tournamentN,w16,187
novice,tournamentN,253,153
novice,tournamentN,w5,88
novice,tournamentN,124,66
novice,tournamentN,268,w16
novice,tournamentN,150,w5
novice,tournamentN,w14,253
novice,tournamentN,124,150
novice,tournamentN,268,w14
novice,tournamentN,268,124
expert,tradeN,169,88
expert,tradeN,169,179
expert,tradeN,169,78
expert,tradeN,26,169
expert,tradeN,235,26
expert,tradeN,235,15
expert,tradeN,235,267
expert,tradeN,235,74
expert,tradeN,235,259
expert,tradeN,235,231
expert,tradeN,235,11
expert,tradeN,235,90
expert,tradeN,235,123
expert,tradeN,235,24
expert,tradeN,235,197
expert,tradeN,235,205
expert,tradeN,235,263
expert,tradeN,235,91
expert,tradeN,235,119
expert,tradeN,235,177
expert,tradeN,235,47
expert,tradeN,235,196
expert,tradeN,235,122
expert,tradeN,235,170
expert,tradeN,w1,235
expert,tradeN,w1,313
expert,tradeN,w1,317
expert,tradeN,w1,222
expert,tradeN,w1,298
expert,tradeN,w1,99
expert,tradeN,w1,35
expert,tournamentN,143,40
expert,tournamentN,23,275
expert,tournamentN,37,152
expert,tournamentN,209,164
expert,tournamentN,250,255
expert,tournamentN,294,166
expert,tournamentN,343,45
expert,tournamentN,218,348
expert,tournamentN,230,212
expert,tournamentN,58,111
expert,tournamentN,184,28
expert,tournamentN,51,59
expert,tournamentN,347,311
expert,tournamentN,234,137
expert,tournamentN,248,176
expert,tournamentN,247,312
expert,tournamentN,230,58
expert,tournamentN,37,248
expert,tournamentN,23,294
expert,tournamentN,209,247
expert,tournamentN,250,347
expert,tournamentN,51,143
expert,tournamentN,184,218
expert,tournamentN,343,234
expert,tournamentN,209,184
expert,tournamentN,250,51
expert,tournamentN,343,230
expert,tournamentN,23,37
expert,tournamentN,23,209
expert,tournamentN,343,250
expert,tournamentN,343,23
novice,tradeN,11,92
novice,tradeN,11,168
novice,tradeN,11,231
novice,tradeN,11,170
novice,tradeN,329,11
novice,tradeN,329,86
novice,tradeN,337,329
novice,tradeN,45,337
novice,tradeN,45,143
novice,tradeN,45,236
novice,tradeN,45,237
novice,tradeN,269,45
novice,tradeN,269,55
novice,tradeN,269,49
novice,tradeN,269,291
novice,tradeN,269,132
novice,tradeN,269,251
novice,tradeN,269,134
novice,tradeN,269,194
novice,tradeN,269,43
novice,tradeN,269,106
novice,tradeN,269,186
novice,tradeN,269,147
novice,tradeN,269,108
novice,tradeN,269,191
novice,tradeN,269,228
novice,tradeN,269,141
novice,tradeN,269,243
novice,tradeN,269,152
novice,tradeN,269,102
novice,tradeN,269,221
novice,tournamentN,58,5
novice,tournamentN,201,314
novice,tournamentN,202,283
novice,tournamentN,207,98
novice,tournamentN,19,33
novice,tournamentN,203,52
novice,tournamentN,176,317
novice,tournamentN,21,47
novice,tournamentN,122,208
novice,tournamentN,w16,29
novice,tournamentN,268,89
novice,tournamentN,327,266
novice,tournamentN,182,40
novice,tournamentN,73,56
novice,tournamentN,192,105
novice,tournamentN,196,76
novice,tournamentN,122,201
novice,tournamentN,w16,327
novice,tournamentN,268,207
novice,tournamentN,202,196
novice,tournamentN,73,19
novice,tournamentN,21,192
novice,tournamentN,182,176
novice,tournamentN,203,58
novice,tournamentN,202,268
novice,tournamentN,182,w16
novice,tournamentN,21,73
novice,tournamentN,203,122
novice,tournamentN,182,21
novice,tournamentN,202,203
novice,tournamentN,182,202
novice,tradeN,281,170
novice,tradeN,186,281
novice,tradeN,298,186
novice,tradeN,298,1
novice,tradeN,302,298
novice,tradeN,302,w2
novice,tradeN,302,260
novice,tradeN,302,183
novice,tradeN,302,137
novice,tradeN,26,302
novice,tradeN,26,131
novice,tradeN,26,89
novice,tradeN,26,194
novice,tradeN,26,191
novice,tradeN,26,228
novice,tradeN,26,122
novice,tradeN,26,5
novice,tradeN,26,114
novice,tradeN,26,15
novice,tradeN,26,27
novice,tradeN,26,139
novice,tradeN,26,323
novice,tradeN,26,w4
novice,tradeN,26,76
novice,tradeN,26,86
novice,tradeN,347,26
novice,tradeN,347,235
novice,tradeN,347,198
novice,tradeN,347,295
novice,tradeN,347,343
novice,tradeN,347,105
novice,tournamentN,338,321
novice,tournamentN,130,108
novice,tournamentN,92,85
novice,tournamentN,342,112
novice,tournamentN,263,277
novice,tournamentN,206,82
novice,tournamentN,35,39
novice,tournamentN,333,215
novice,tournamentN,291,2
novice,tournamentN,59,135
novice,tournamentN,10,156
novice,tournamentN,w11,7
novice,tournamentN,93,245
novice,tournamentN,265,43
novice,tournamentN,208,244
novice,tournamentN,334,222
novice,tournamentN,333,206
novice,tournamentN,93,130
novice,tournamentN,334,291
novice,tournamentN,w11,10
novice,tournamentN,208,35
novice,tournamentN,338,92
novice,tournamentN,263,342
novice,tournamentN,265,59
novice,tournamentN,333,208
novice,tournamentN,338,93
novice,tournamentN,263,w11
novice,tournamentN,334,265
novice,tournamentN,338,334
novice,tournamentN,333,263
novice,tournamentN,338,333
novice,tradeN,262,237
novice,tradeN,93,262
novice,tradeN,93,318
novice,tradeN,268,93
novice,tradeN,268,193
novice,tradeN,268,312
novice,tradeN,268,336
novice,tradeN,268,90
novice,tradeN,268,76
novice,tradeN,268,247
novice,tradeN,268,0
novice,tradeN,268,70
novice,tradeN,268,184
novice,tradeN,268,24
novice,tradeN,268,102
novice,tradeN,268,86
novice,tradeN,181,268
novice,tradeN,181,132
novice,tradeN,181,267
novice,tradeN,302,181
novice,tradeN,302,114
novice,tradeN,302,144
novice,tradeN,302,349
novice,tradeN,302,337
novice,tradeN,302,345
novice,tradeN,302,207
novice,tradeN,302,78
novice,tradeN,w18,302
novice,tradeN,w18,304
novice,tradeN,w18,168
novice,tradeN,w18,85
novice,tournamentN,215,278
novice,tournamentN,253,289
novice,tournamentN,175,164
novice,tournamentN,346,81
novice,tournamentN,310,141
novice,tournamentN,130,49
novice,tournamentN,67,60
novice,tournamentN,248,97
novice,tournamentN,61,291
novice,tournamentN,182,83
novice,tournamentN,243,225
novice,tournamentN,217,250
novice,tournamentN,209,140
novice,tournamentN,115,105
novice,tournamentN,w11,307
novice,tournamentN,167,156
novice,tournamentN,61,167
novice,tournamentN,215,w11
novice,tournamentN,243,115
novice,tournamentN,346,253
novice,tournamentN,248,175
novice,tournamentN,310,130
novice,tournamentN,217,209
novice,tournamentN,67,182
novice,tournamentN,346,215
novice,tournamentN,67,310
novice,tournamentN,217,243
novice,tournamentN,248,61
novice,tournamentN,346,217
novice,tournamentN,67,248
novice,tournamentN,346,67
novice,tradeN,77,27
novice,tradeN,77,46
novice,tradeN,77,318
novice,tradeN,77,235
novice,tradeN,77,264
novice,tradeN,77,279
novice,tradeN,234,77
novice,tradeN,234,284
novice,tradeN,234,176
novice,tradeN,234,184
novice,tradeN,328,234
novice,tradeN,328,267
novice,tradeN,328,202
novice,tradeN,328,304
novice,tradeN,328,109
novice,tradeN,328,191
novice,tradeN,328,13
novice,tradeN,328,54
novice,tradeN,233,328
novice,tradeN,233,250
novice,tradeN,233,305
novice,tradeN,233,144
novice,tradeN,233,78
novice,tradeN,233,142
novice,tradeN,335,233
novice,tradeN,335,281
novice,tradeN,335,66
novice,tradeN,335,249
novice,tradeN,335,103
novice,tradeN,335,86
novice,tradeN,263,335
novice,tournamentN,w1,347
novice,tournamentN,5,122
novice,tournamentN,111,156
novice,tournamentN,186,315
novice,tournamentN,206,189
novice,tournamentN,213,333
novice,tournamentN,94,221
novice,tournamentN,196,214
novice,tournamentN,121,152
novice,tournamentN,208,149
novice,tournamentN,w2,316
novice,tournamentN,326,115
novice,tournamentN,187,24
novice,tournamentN,w9,170
novice,tournamentN,172,324
novice,tournamentN,55,195
novice,tournamentN,121,172
novice,tournamentN,208,206
novice,tournamentN,5,186
novice,tournamentN,187,94
novice,tournamentN,196,326
novice,tournamentN,213,55
novice,tournamentN,w9,111
novice,tournamentN,w2,w1
novice,tournamentN,208,213
novice,tournamentN,w9,w2
novice,tournamentN,121,196
novice,tournamentN,5,187
novice,tournamentN,w9,5
novice,tournamentN,121,208
novice,tournamentN,121,w9
novice,tradeN,185,76
novice,tradeN,185,107
novice,tradeN,185,15
novice,tradeN,185,195
novice,tradeN,185,55
novice,tradeN,185,180
novice,tradeN,185,24
novice,tradeN,129,185
novice,tradeN,129,148
novice,tradeN,129,67
novice,tradeN,129,270
novice,tradeN,129,204
novice,tradeN,129,1
novice,tradeN,129,156
novice,tradeN,129,54
novice,tradeN,129,58
novice,tradeN,129,184
novice,tradeN,129,187
novice,tradeN,129,303
novice,tradeN,129,41
novice,tradeN,129,189
novice,tradeN,129,92
novice,tradeN,129,136
novice,tradeN,334,129
novice,tradeN,334,158
novice,tradeN,334,60
novice,tradeN,334,108
novice,tradeN,334,253
novice,tradeN,334,261
novice,tradeN,334,342
novice,tradeN,172,334
novice,tournamentN,316,206
novice,tournamentN,186,179
novice,tournamentN,50,310
novice,tournamentN,345,304
novice,tournamentN,320,162
novice,tournamentN,322,313
novice,tournamentN,5,11
novice,tournamentN,174,144
novice,tournamentN,121,86
novice,tournamentN,113,13
novice,tournamentN,242,28
novice,tournamentN,346,64
novice,tournamentN,297,193
novice,tournamentN,29,48
novice,tournamentN,305,25
novice,tournamentN,224,82
novice,tournamentN,322,242
novice,tournamentN,186,29
novice,tournamentN,224,5
novice,tournamentN,320,174
novice,tournamentN,316,305
novice,tournamentN,121,346
novice,tournamentN,50,297
novice,tournamentN,345,113
novice,tournamentN,322,320
novice,tournamentN,50,186
novice,tournamentN,121,224
novice,tournamentN,345,316
novice,tournamentN,121,345
novice,tournamentN,322,50
novice,tournamentN,121,322
novice,tradeN,139,223
novice,tradeN,169,139
novice,tradeN,169,347
novice,tradeN,130,169
novice,tradeN,130,336
novice,tradeN,130,267
novice,tradeN,130,106
novice,tradeN,142,130
novice,tradeN,142,w19
novice,tradeN,142,326
novice,tradeN,142,348
novice,tradeN,142,278
novice,tradeN,142,153
novice,tradeN,142,271
novice,tradeN,142,331
novice,tradeN,142,323
novice,tradeN,142,190
novice,tradeN,142,58
novice,tradeN,142,167
novice,tradeN,142,125
novice,tradeN,142,101
novice,tradeN,142,108
novice,tradeN,231,142
novice,tradeN,231,299
novice,tradeN,231,238
novice,tradeN,231,300
novice,tradeN,231,95
novice,tradeN,231,135
novice,tradeN,231,314
novice,tradeN,231,195
novice,tradeN,231,162
novice,tournamentN,157,109
novice,tournamentN,w9,105
novice,tournamentN,133,35
novice,tournamentN,317,236
novice,tournamentN,149,11
novice,tournamentN,90,173
novice,tournamentN,204,180
novice,tournamentN,211,240
novice,tournamentN,230,229
novice,tournamentN,210,92
novice,tournamentN,148,147
novice,tournamentN,235,170
novice,tournamentN,86,w11
novice,tournamentN,215,73
novice,tournamentN,270,287
novice,tournamentN,212,310
novice,tournamentN,149,204
novice,tournamentN,230,270
novice,tournamentN,157,133
novice,tournamentN,215,317
novice,tournamentN,211,86
novice,tournamentN,148,210
novice,tournamentN,w9,212
novice,tournamentN,235,90
novice,tournamentN,235,215
novice,tournamentN,230,211
novice,tournamentN,w9,148
novice,tournamentN,149,157
novice,tournamentN,w9,235
novice,tournamentN,230,149
novice,tournamentN,w9,230
expert,tradeN,29,105
expert,tradeN,255,29
expert,tradeN,255,35
expert,tradeN,255,15
expert,tradeN,67,255
expert,tradeN,26,67
expert,tradeN,26,w10
expert,tradeN,26,330
expert,tradeN,26,180
expert,tradeN,26,242
expert,tradeN,26,56
expert,tradeN,w5,26
expert,tradeN,w5,140
expert,tradeN,w5,295
expert,tradeN,w5,194
expert,tradeN,w5,183
expert,tradeN,w5,152
expert,tradeN,w0,w5
expert,tradeN,w0,104
expert,tradeN,w0,85
expert,tradeN,w0,25
expert,tradeN,w0,270
expert,tradeN,w0,151
expert,tradeN,w0,336
expert,tradeN,w0,52
